scenario,scenario_label,price_decline_pct,total_fiscal_loss_usd_m,fiscal_gdp_impact_pct,credit_contraction_usd_m,credit_gdp_impact_pct,total_market_loss_usd_m,market_gdp_impact_pct,total_gdp_impact_pct,tax_loss_usd_m,royalty_loss_usd_m,ptba_dividend_loss_usd_m,bank_capital_loss_usd_m,credit_contraction_pct,coal_market_loss_usd_m,bank_market_loss_usd_m
2C,2°C Paris-aligned,25.0,1318.174765901699,0.06995620440721677,14787.940212353755,0.19190824268761758,26346.09453016165,0.059922883692558715,0.3217873307873931,1022.8851769299665,262.68333018388694,32.6062587878454,1848.4925265442193,3.1984707114602933,24202.558960473714,2143.5355696879355
1.5C,1.5°C Net Zero,41.666666666666664,2196.957943169498,0.11659367401202793,25174.54045796061,0.32669876604718734,40795.1210880722,0.09278647707673737,0.5360789171359526,1704.8086282166107,437.80555030647827,54.34376464640899,3146.8175572450764,5.444979434119789,37003.251062282376,3791.870025789826
