scenario,scenario_label,price_decline_pct,total_fiscal_loss_usd_m,fiscal_gdp_impact_pct,credit_contraction_usd_m,credit_gdp_impact_pct,total_market_loss_usd_m,market_gdp_impact_pct,total_gdp_impact_pct,tax_loss_usd_m,royalty_loss_usd_m,ptba_dividend_loss_usd_m,bank_capital_loss_usd_m,credit_contraction_pct,coal_market_loss_usd_m,bank_market_loss_usd_m
2C,2°C Paris-aligned,25.0,1318.174765901699,0.06995620440721677,14530.93377697502,0.18857298080092572,25874.409709912896,0.05885005999222038,0.31737924520036287,1022.8851769299665,262.68333018388694,32.6062587878454,1816.3667221218775,3.142883013348762,23734.1490631817,2140.2606467311953
1.5C,1.5°C Net Zero,41.666666666666664,2196.957943169498,0.11659367401202793,24761.87202985427,0.3213434243489303,40034.80633945845,0.09105717893735812,0.5289942772983164,1704.8086282166107,437.80555030647827,54.34376464640899,3095.2340037317836,5.355723739148839,36248.194770744754,3786.6115687136994
